date,continent,new_cases_avg_per_pop,new_deaths_avg_per_pop
2020-08-30,South America,20820.69746487959,643.9597501992106
2020-08-31,Asia,65.47582817406595,0.9587812197437291
2020-08-31,Europe,393.6666619788541,4.406755939728985
2020-08-31,Africa,NA,NA
2020-08-31,Oceania,NA,NA
2020-08-31,North America,495628.766540573,14311.344541761886
2020-08-31,South America,20479.372502981274,642.9163258842854
2020-09-01,Asia,66.08475287415118,0.9534096497212855
2020-09-01,Europe,394.4939230216913,4.397917680724314
2020-09-01,Africa,NA,NA
2020-09-01,Oceania,NA,NA
2020-09-01,North America,495097.37484450755,14203.992683970891
2020-09-01,South America,20167.555580709035,631.3969214475118
2020-09-02,Asia,67.05744734083828,0.952969357096495
2020-09-02,Europe,394.8297768638688,4.410291243330853
2020-09-02,Africa,NA,NA
2020-09-02,Oceania,NA,NA
2020-09-02,North America,498745.99611117895,14150.316755075393
2020-09-02,South America,21161.438109161547,623.0077899555134
2020-09-03,Asia,67.6445335267339,0.9517365377470817
2020-09-03,Europe,397.7022110403869,4.3837764663168395
2020-09-03,Africa,NA,NA
2020-09-03,Oceania,NA,NA
2020-09-03,North America,497684.55461727054,14038.939202617239
2020-09-03,South America,20834.261980973613,620.9209413256631
2020-09-04,Asia,68.25292987566938,0.9528812985715369
2020-09-04,Europe,402.0541697742869,4.440341323946734
2020-09-04,Africa,NA,NA
2020-09-04,Oceania,NA,NA
2020-09-04,North America,494256.00465907063,13773.243354584527
2020-09-04,South America,20833.510715466873,618.6671448054248
2020-09-05,Asia,69.24182711094876,0.9595737464683521
2020-09-05,Europe,408.19322447893137,4.452714886553274
2020-09-05,Africa,NA,NA
2020-09-05,Oceania,NA,NA
2020-09-05,North America,490305.45629236207,13724.93501857858
2020-09-05,South America,20697.489921773227,611.9057552447098
2020-09-06,Asia,70.33912439045157,0.9670587210897901
2020-09-06,Europe,452.723908648066,4.737306826503681
2020-09-06,Africa,NA,NA
2020-09-06,Oceania,NA,NA
2020-09-06,North America,497257.83098255127,13511.57320121898
2020-09-06,South America,20965.10739006523,608.3581125739641
2020-09-07,Asia,71.51558628389172,0.9756884565356833
2020-09-07,Europe,456.2061826959064,4.712559701290602
2020-09-07,Africa,NA,NA
2020-09-07,Oceania,NA,NA
2020-09-07,North America,496310.45083754574,13396.169954093662
2020-09-07,South America,20396.06550567765,746.424017924861
2020-09-08,Asia,72.08902339841883,1.0027224236978183
2020-09-08,Europe,461.4985321879034,4.7160950048924715
2020-09-08,Africa,NA,NA
2020-09-08,Oceania,NA,NA
2020-09-08,North America,492694.03512821166,13219.039388738522
2020-09-08,South America,20338.051113767808,814.7891790387574
2020-09-09,Asia,73.4154489598626,1.0112641006187535
2020-09-09,Europe,470.483506292052,4.7072567458878005
2020-09-09,Africa,NA,NA
2020-09-09,Oceania,NA,NA
2020-09-09,North America,472117.3677861229,12982.865301598335
2020-09-09,South America,18716.402780483724,800.3899234927902
2020-09-10,Asia,74.74125811163167,1.0262340498616294
2020-09-10,Europe,476.0675183312032,4.737306826503681
2020-09-10,Africa,NA,NA
2020-09-10,Oceania,NA,NA
2020-09-10,North America,458860.75524715753,12447.447910865752
2020-09-10,South America,17540.672262426055,760.8232734708283
2020-09-11,Asia,76.24600218611558,1.0393547700803853
2020-09-11,Europe,480.55028329837234,4.684277272475655
2020-09-11,Africa,NA,NA
2020-09-11,Oceania,NA,NA
2020-09-11,North America,445625.6130797504,12291.787717068812
2020-09-11,South America,17066.289831888484,750.3055563763827
2020-09-12,Asia,77.37887510970147,1.0471039202766976
2020-09-12,Europe,484.7696681472023,4.7072567458878005
2020-09-12,Africa,NA,NA
2020-09-12,Oceania,NA,NA
2020-09-12,North America,436504.73086218303,12059.639324595788
2020-09-12,South America,16952.68179247943,753.5610402389492
2020-09-13,Asia,78.11372350047675,1.062338045094448
2020-09-13,Europe,539.9080307737431,5.175684473135365
2020-09-13,Africa,NA,NA
2020-09-13,Oceania,NA,NA
2020-09-13,North America,425938.6242591044,11887.876352130197
2020-09-13,South America,16660.982090998954,746.424017924861
2020-09-14,Asia,78.49237515779656,1.0701752538157183
2020-09-14,Europe,543.3814665625788,5.221643419959655
2020-09-14,Africa,NA,NA
2020-09-14,Oceania,NA,NA
2020-09-14,North America,426298.2529827043,11704.03629566312
2020-09-14,South America,16746.292462987236,589.0756312341473
2020-09-15,Asia,79.78833246960482,1.0922779435802
2020-09-15,Europe,545.5044163755008,5.290581840196089
2020-09-15,Africa,NA,NA
2020-09-15,Oceania,NA,NA
2020-09-15,North America,425231.44389590627,11695.984906328795
2020-09-15,South America,16748.921892260845,513.2395520253868
2020-09-16,Asia,80.16284537625161,1.1110344093962738
2020-09-16,Europe,550.791462912095,5.373661474839997
2020-09-16,Africa,NA,NA
2020-09-16,Oceania,NA,NA
2020-09-16,North America,439341.50370431005,11502.751562305006
2020-09-16,South America,17022.674695524613,511.1944403681335
2020-09-17,Asia,80.53841498519787,1.1164940379436759
2020-09-17,Europe,557.3335422273526,5.453205805882036
2020-09-17,Africa,NA,NA
2020-09-17,Oceania,NA,NA
2020-09-17,North America,445267.3262543729,11836.884219679474
2020-09-17,South America,17870.811715668377,529.9760780367864
2020-09-18,Asia,80.73108703780619,1.1186955010676283
2020-09-18,Europe,567.5541049403541,5.546891351331549
2020-09-18,Africa,NA,NA
2020-09-18,Oceania,NA,NA
2020-09-18,North America,453709.2079714122,12141.49511616142
2020-09-18,South America,17875.611467517032,523.7155321472354
2020-09-19,Asia,80.5560266901895,1.130671460461929
2020-09-19,Europe,575.4378319725207,5.69360645080909
2020-09-19,Africa,NA,NA
2020-09-19,Oceania,NA,NA
2020-09-19,North America,463687.56315308507,11989.86061703164
2020-09-19,South America,17606.700153074522,508.189378341149
2020-09-20,Asia,80.49059920614563,1.1358669134344566
2020-09-20,Europe,638.8328961612252,6.8213682998051155
2020-09-20,Africa,NA,NA
2020-09-20,Oceania,NA,NA
2020-09-20,North America,469956.9116480791,11846.277507236186
2020-09-20,South America,17339.416580563295,504.68347264300047
2020-09-21,Asia,80.17614221352028,1.1393892544327802
2020-09-21,Europe,647.5102988520111,6.8584889876247335
2020-09-21,Africa,NA,NA
2020-09-21,Oceania,NA,NA
2020-09-21,North America,472291.8145550332,11816.755746343662
2020-09-21,South America,17227.35280914033,494.4579143567339
2020-09-22,Asia,79.30630010398421,1.1217775494411615
2020-09-22,Europe,657.1068804792831,6.9344980150649045
2020-09-22,Africa,NA,NA
2020-09-22,Oceania,NA,NA
2020-09-22,North America,474889.7295135753,11513.486748084106
2020-09-22,South America,17180.899558639863,490.40942801482436
2020-09-23,Asia,78.8800087846621,1.1104179997215673
2020-09-23,Europe,664.9039925732038,6.9433362740695745
2020-09-23,Africa,NA,NA
2020-09-23,Oceania,NA,NA
2020-09-23,North America,485785.9430793612,11738.925649445193
2020-09-23,South America,17149.888988000286,489.1155818643171
2020-09-24,Asia,78.2800660541226,1.1083045951225732
2020-09-24,Europe,675.3013204662989,7.029951212315351
2020-09-24,Africa,NA,NA
2020-09-24,Oceania,NA,NA
2020-09-24,North America,505998.956003183,11541.666610754242
2020-09-24,South America,17062.99261105332,477.4709665097523
2020-09-25,Asia,77.6828531378568,1.1020524398505485
2020-09-25,Europe,684.1112970421549,7.113030846959259
2020-09-25,Africa,NA,NA
2020-09-25,Oceania,NA,NA
2020-09-25,North America,506585.3655263663,11222.294833826034
2020-09-25,South America,16948.841991000507,472.54600374330556
2020-09-26,Asia,77.31626549845625,1.0930704703048228
2020-09-26,Europe,696.953287375942,7.180201615394759
2020-09-26,Africa,NA,NA
2020-09-26,Oceania,NA,NA
2020-09-26,North America,507669.61929005536,11206.192055157384
2020-09-26,South America,16838.53117242662,471.9616861269475
2020-09-27,Asia,77.13988427296519,1.0919257094803676
2020-09-27,Europe,702.1784660995036,7.655699949846061
2020-09-27,Africa,NA,NA
2020-09-27,Oceania,NA,NA
2020-09-27,North America,509071.90293245023,11163.251312040986
2020-09-27,South America,16576.923828188585,464.4490310594864
2020-09-28,Asia,76.75630133824774,1.0832959740344743
2020-09-28,Europe,711.14046073024,7.714032459276891
2020-09-28,Africa,NA,NA
2020-09-28,Oceania,NA,NA
2020-09-28,North America,508952.4739906577,11096.156400921614
2020-09-28,South America,16496.204523185974,472.54600374330556
2020-09-29,Asia,76.17520313204928,1.0620738695195737
2020-09-29,Europe,720.5797213472287,7.790041486717061
2020-09-29,Africa,NA,NA
2020-09-29,Oceania,NA,NA
2020-09-29,North America,509995.12890945276,11035.770980914182
2020-09-29,South America,16462.10541657422,471.8364752091565
2020-09-30,Asia,75.80879160969863,1.0781005210619468
2020-09-30,Europe,736.0908659004264,7.975644925815153
2020-09-30,Africa,NA,NA
2020-09-30,Oceania,NA,NA
2020-09-30,North America,504950.9334914984,10764.707539991921
2020-09-30,South America,16464.567897957444,465.24203353882945
2020-10-01,Asia,76.03052297554312,1.0822392717349774
2020-10-01,Europe,753.859301803417,8.014533265435706
2020-10-01,Africa,NA,NA
2020-10-01,Oceania,NA,NA
2020-10-01,North America,491717.1332223136,10896.213565785889
2020-10-01,South America,16332.136483907141,464.2403461965013
2020-10-02,Asia,75.74952822240184,1.0852332615835525
2020-10-02,Europe,777.1215995037112,8.216045570742207
2020-10-02,Africa,NA,NA
2020-10-02,Oceania,NA,NA
2020-10-02,North America,498158.2446897733,10575.499890635296
2020-10-02,South America,16170.697873901921,467.8714628124409
2020-10-03,Asia,75.22487553070151,1.0810945109105221
2020-10-03,Europe,801.1563610410136,8.366295973821613
2020-10-03,Africa,NA,NA
2020-10-03,Oceania,NA,NA
2020-10-03,North America,499533.6903677204,10536.584842186061
2020-10-03,South America,16088.267353022835,461.4022320599049
2020-10-04,Asia,73.97937575369424,1.0629544547691545
2020-10-04,Europe,852.8884586471542,8.691543905193509
2020-10-04,Africa,NA,NA
2020-10-04,Oceania,NA,NA
2020-10-04,North America,501142.62633636285,10784.836013327733
2020-10-04,South America,15929.291224400837,463.2386588541732
2020-10-05,Asia,73.59350329732787,1.0591679381959564
2020-10-05,Europe,874.2558336168469,8.96552993433831
2020-10-05,Africa,NA,NA
2020-10-05,Oceania,NA,NA
2020-10-05,North America,508920.2684333204,10673.458460869577
2020-10-05,South America,15684.211721311216,449.96630156832515
2020-10-06,Asia,73.40840427786594,1.0737856533390002
2020-10-06,Europe,898.4761985932475,9.138759810829862
2020-10-06,Africa,NA,NA
2020-10-06,Oceania,NA,NA
2020-10-06,North America,510857.9694664479,10814.357774220256
2020-10-06,South America,15409.832863458496,448.04640082886294
2020-10-07,Asia,73.0695550738272,1.052035197674351
2020-10-07,Europe,931.5790138693425,9.398604625567192
2020-10-07,Africa,NA,NA
2020-10-07,Oceania,NA,NA
2020-10-07,North America,515152.0437780876,10971.359866239585
2020-10-07,South America,15365.758620396058,446.5856067879677
2020-10-08,Asia,72.3416633065236,1.0402353553299664
2020-10-08,Europe,968.2630916941301,9.808699843383929
2020-10-08,Africa,NA,NA
2020-10-08,Oceania,NA,NA
2020-10-08,North America,520761.17834766704,10757.998048879985
2020-10-08,South America,15947.154648672356,446.2099740345946
2020-10-09,Asia,71.01849591050328,1.0393547700803853
2020-10-09,Europe,1007.3352671019798,10.020818059496035
2020-10-09,Africa,NA,NA
2020-10-09,Oceania,NA,NA
2020-10-09,North America,530707.3279720027,10861.324212003816
2020-10-09,South America,15942.396633796296,444.7491799936994
2020-10-10,Asia,70.50414606622304,1.0349518438324807
2020-10-10,Europe,1052.7002829211556,10.285965829636165
2020-10-10,Africa,NA,NA
2020-10-10,Oceania,NA,NA
2020-10-10,North America,544073.9761652037,10821.067265332194
2020-10-10,South America,15758.670480424275,445.5004455004455
2020-10-11,Asia,70.30962478459061,1.0379458336810559
2020-10-11,Europe,1254.546674418032,11.500342616877967
2020-10-11,Africa,NA,NA
2020-10-11,Oceania,NA,NA
2020-10-11,North America,556762.9657560993,10527.191554629348
2020-10-11,South America,15734.629984208399,438.9477408027155
2020-10-12,Asia,69.52960237051182,1.0338070830080255
2020-10-12,Europe,1281.734926768201,11.627613546545229
2020-10-12,Africa,NA,NA
2020-10-12,Oceania,NA,NA
2020-10-12,North America,566832.5700168945,10681.509850203902
2020-10-12,South America,15581.538768722581,427.01096663997174
2020-10-13,Asia,68.98724991529492,1.0161953780164066
2020-10-13,Europe,1306.0914009332735,12.058920585973176
2020-10-13,Africa,NA,NA
2020-10-13,Oceania,NA,NA
2020-10-13,North America,578164.9005049564,10619.78253197408
2020-10-13,South America,15848.029338754464,426.2179641606286
2020-10-14,Asia,68.00266754773847,0.9984956144998297
2020-10-14,Europe,1349.5774028880558,12.318765400710506
2020-10-14,Africa,NA,NA
2020-10-14,Oceania,NA,NA
2020-10-14,North America,586692.6637082284,10668.090867980029
2020-10-14,South America,15817.060505087486,422.21121479131597
2020-10-15,Asia,66.90880455070902,0.9803555583584622
2020-10-15,Europe,1399.384527682979,12.700578189712294
2020-10-15,Africa,NA,NA
2020-10-15,Oceania,NA,NA
2020-10-15,North America,601988.9615452227,10688.219341315838
2020-10-15,South America,14340.615099468389,396.04213297299304
2020-10-16,Asia,66.63987381548701,0.969876593888449
2020-10-16,Europe,1447.9967198604706,13.14425879174678
2020-10-16,Africa,NA,NA
2020-10-16,Oceania,NA,NA
2020-10-16,North America,610120.8647728905,10757.998048879985
2020-10-16,South America,14164.10944235565,378.17870870147425
2020-10-17,Asia,65.65000793643307,0.9615110340174301
2020-10-17,Europe,1490.6236430399993,13.692230850036388
2020-10-17,Africa,NA,NA
2020-10-17,Oceania,NA,NA
2020-10-17,North America,621314.9797440465,10829.11865466652
2020-10-17,South America,14137.022147140191,378.05349778368327
2020-10-18,Asia,64.86998552235426,0.9771854514599708
2020-10-18,Europe,1730.6831311694716,15.475791517179005
2020-10-18,Africa,NA,NA
2020-10-18,Oceania,NA,NA
2020-10-18,North America,635457.2451097874,11006.249220021658
2020-10-18,South America,14098.874554186526,376.13359704422095
2020-10-19,Asia,64.0745528664078,0.9572842248194416
2020-10-19,Europe,1777.177676489444,15.991945843051793
2020-10-19,Africa,NA,NA
2020-10-19,Oceania,NA,NA
2020-10-19,North America,636557.601652145,11026.37769335747
2020-10-19,South America,14239.444677893243,380.2238203587276
2020-10-20,Asia,63.307563114022805,0.9593976294184358
2020-10-20,Europe,1817.8212943483243,16.32249672982649
2020-10-20,Africa,NA,NA
2020-10-20,Oceania,NA,NA
2020-10-20,North America,643024.2091858301,11300.124930724505
2020-10-20,South America,14101.378772542348,372.25205859269937
2020-10-21,Asia,62.885498603898654,0.9656497846904606
2020-10-21,Europe,1878.1282708407966,16.94471016375533
2020-10-21,Africa,NA,NA
2020-10-21,Oceania,NA,NA
2020-10-21,North America,665491.6111232628,11478.597394302033
2020-10-21,South America,14292.36715914625,370.1234729902521
2020-10-22,Asia,62.14175630210259,0.9689960086388681
2020-10-22,Europe,1950.8176481988135,17.522732302660817
2020-10-22,Africa,NA,NA
2020-10-22,Oceania,NA,NA
2020-10-22,North America,675138.517444006,11728.190463666095
2020-10-22,South America,14927.729092990476,382.602827796757
2020-10-23,Asia,61.7746403115523,0.9589573367936455
2020-10-23,Europe,2019.7790479086595,18.35529630090083
2020-10-23,Africa,NA,NA
2020-10-23,Oceania,NA,NA
2020-10-23,North America,692344.3364514575,12231.402297061377
2020-10-23,South America,14779.354155408118,377.3439692495342
2020-10-24,Asia,61.29480940905564,0.9626557948418853
2020-10-24,Europe,2090.965921235882,18.889127144782965
2020-10-24,Africa,NA,NA
2020-10-24,Oceania,NA,NA
2020-10-24,North America,709301.9042877675,12549.432175767197
2020-10-24,South America,14720.254602210758,362.06823727902986
2020-10-25,Asia,60.66589542380493,0.9270801507588153
2020-10-25,Europe,2525.1984243943753,23.256994744891397
2020-10-25,Africa,NA,NA
2020-10-25,Oceania,NA,NA
2020-10-25,North America,728677.5727208194,12719.8532500104
2020-10-25,South America,14700.721699035359,355.01468891013576
2020-10-26,Asia,59.89538333042161,0.9224130489360363
2020-10-26,Europe,2577.9575276968585,24.008246760288433
2020-10-26,Africa,NA,NA
2020-10-26,Oceania,NA,NA
2020-10-26,North America,757539.1196879282,13017.754655380408
2020-10-26,South America,14830.690631702437,351.92615293795734
2020-10-27,Asia,58.99762666847384,0.9190668249876287
2020-10-27,Europe,2622.661441742485,24.75773112388454
2020-10-27,Africa,NA,NA
2020-10-27,Oceania,NA,NA
2020-10-27,North America,780457.399428083,12956.027337150586
2020-10-27,South America,14863.621103081474,346.75076833592857
2020-10-28,Asia,58.31904767514677,0.9014551199960098
2020-10-28,Europe,2693.2702929308016,25.708727792787144
2020-10-28,Africa,NA,NA
2020-10-28,Oceania,NA,NA
2020-10-28,North America,792092.9989144043,13119.738920281854
2020-10-28,South America,14904.189440445765,344.5387087882872
2020-10-29,Asia,57.96751804351406,0.8951149061990271
2020-10-29,Europe,2748.8311243377657,26.78169243595421
2020-10-29,Africa,NA,NA
2020-10-29,Oceania,NA,NA
2020-10-29,North America,814772.4207709742,13306.262773193706
2020-10-29,South America,15004.608596514161,335.60699665252787
2020-10-30,Asia,57.55064898636243,0.887453814527673
2020-10-30,Europe,2802.636677506402,27.76097153367176
2020-10-30,Africa,NA,NA
2020-10-30,Oceania,NA,NA
2020-10-30,North America,834872.7142441155,13314.314162528028
2020-10-30,South America,15131.572467154256,328.26128947545476
2020-10-31,Asia,57.287089821162866,0.8728360993846294
2020-10-31,Europe,2862.052757491204,28.796815489019206
2020-10-31,Africa,NA,NA
2020-10-31,Oceania,NA,NA
2020-10-31,North America,857111.9934837422,13633.685939456236
2020-10-31,South America,15091.33802557074,324.9640686402912
2020-11-01,Asia,57.07583741978839,0.8721316311849646
2020-11-01,Europe,3169.5357882637095,35.9169169431822
2020-11-01,Africa,NA,NA
2020-11-01,Oceania,NA,NA
2020-11-01,North America,877681.9513347191,13633.685939456236
2020-11-01,South America,14746.173262193497,320.45647559981455
2020-11-02,Asia,57.482755863619744,0.8832270053296845
2020-11-02,Europe,3199.3383976274604,36.87498421928855
2020-11-02,Africa,NA,NA
2020-11-02,Oceania,NA,NA
2020-11-02,North America,900890.0810909097,13728.960713245744
2020-11-02,South America,14323.58641464881,313.19424236793543
2020-11-03,Asia,58.50907797200633,0.8878941071524633
2020-11-03,Europe,3233.1641824901376,37.836586798996755
2020-11-03,Africa,NA,NA
2020-11-03,Oceania,NA,NA
2020-11-03,North America,1003888.8210484788,13838.996367481512
2020-11-03,South America,14077.171328436085,310.9404458476971
2020-11-04,Asia,59.06719290319074,0.9058580462439146
2020-11-04,Europe,3269.751039465874,39.045660630835755
2020-11-04,Africa,NA,NA
2020-11-04,Oceania,NA,NA
2020-11-04,North America,1020245.2184811591,13939.63873416057
2020-11-04,South America,13601.202892939824,302.42610343790784
2020-11-05,Asia,59.52694646199694,0.9262876240341925
2020-11-05,Europe,3302.832642920357,39.99842495153929
2020-11-05,Africa,NA,NA
2020-11-05,Oceania,NA,NA
2020-11-05,North America,1051848.2635166054,14233.514444863415
2020-11-05,South America,12772.723986889248,289.1537461520598
2020-11-06,Asia,59.76179854806018,0.9419620414767332
2020-11-06,Europe,3337.492759433075,41.12265149693345
2020-11-06,Africa,NA,NA
2020-11-06,Oceania,NA,NA
2020-11-06,North America,1093384.0391941634,14610.587845354281
2020-11-06,South America,12549.973764139026,290.8232250559401
2020-11-07,Asia,60.76231950863405,0.9543782934958245
2020-11-07,Europe,3363.703500337328,42.66934682275089
2020-11-07,Africa,NA,NA
2020-11-07,Oceania,NA,NA
2020-11-07,North America,1136916.5594266336,14819.92396804672
2020-11-07,South America,12299.3849806666,297.29245580847606
2020-11-08,Asia,61.32879999968947,0.9636244386164243
2020-11-08,Europe,3356.0106796996624,49.225567352415865
2020-11-08,Africa,NA,NA
2020-11-08,Oceania,NA,NA
2020-11-08,North America,1185522.796837951,15404.991593007637
2020-11-08,South America,12115.283194541204,287.19210844000054
2020-11-09,Asia,61.786704329471554,0.9675870722395387
2020-11-09,Europe,3382.962066708506,49.91671920658114
2020-11-09,Africa,NA,NA
2020-11-09,Oceania,NA,NA
2020-11-09,North America,1236535.0577620089,15681.422626819445
2020-11-09,South America,12149.465775098153,278.6777660302112
2020-11-10,Asia,62.118068558888865,0.9739272860365215
2020-11-10,Europe,3406.823598369317,50.802312758849176
2020-11-10,Africa,NA,NA
2020-11-10,Oceania,NA,NA
2020-11-10,North America,1199457.0679792222,15987.375421523779
2020-11-10,South America,12098.129298803835,274.8797015238837
2020-11-11,Asia,62.26838446099234,0.9751601053859347
2020-11-11,Europe,3414.2194535044255,51.896489223627455
2020-11-11,Africa,NA,NA
2020-11-11,Oceania,NA,NA
2020-11-11,North America,1257938.3344090884,16279.909234004237
2020-11-11,South America,12052.469050782709,279.4707685095543
2020-11-12,Asia,62.51820649629845,0.9667945455149157
2020-11-12,Europe,3412.7275553844374,53.15682495769355
2020-11-12,Africa,NA,NA
2020-11-12,Oceania,NA,NA
2020-11-12,North America,1324352.9031297092,17114.569928329216
2020-11-12,South America,12574.348156135678,275.75617794842077
2020-11-13,Asia,62.83548136172246,0.9661781358402091
2020-11-13,Europe,3404.027173220239,53.63585859574671
2020-11-13,Africa,NA,NA
2020-11-13,Oceania,NA,NA
2020-11-13,North America,1381437.2535100703,17412.471333699224
2020-11-13,South America,13501.618476323369,271.03990004495904
2020-11-14,Asia,62.56928044077414,0.968027364864329
2020-11-14,Europe,3400.4441430197458,53.97524774152608
2020-11-14,Africa,NA,NA
2020-11-14,Oceania,NA,NA
2020-11-14,North America,1437907.014504578,17647.303522617025
2020-11-14,South America,13859.679964233084,278.6360290576142
2020-11-15,Asia,62.40443488205259,0.9660020187902929
2020-11-15,Europe,3156.3561764359442,57.924181864813114
2020-11-15,Africa,NA,NA
2020-11-15,Oceania,NA,NA
2020-11-15,North America,1499882.583905541,17718.424128403556
2020-11-15,South America,14202.549194117491,282.7262523721208
2020-11-16,Asia,61.344474417132005,0.9663542528901253
2020-11-16,Europe,3152.9145583795253,58.716089871631645
2020-11-16,Africa,NA,NA
2020-11-16,Oceania,NA,NA
2020-11-16,North America,1548445.880573742,18292.756567585373
2020-11-16,South America,14796.382840227698,309.06228208083184
2020-11-17,Asia,60.80643682963805,0.967939306339371
2020-11-17,Europe,3152.870367084502,59.15800282186519
2020-11-17,Africa,NA,NA
2020-11-17,Oceania,NA,NA
2020-11-17,North America,1584938.802731568,18539.665840504662
2020-11-17,South America,14903.312964021226,307.6849619851306
2020-11-18,Asia,60.837257313373385,0.9681154233892872
2020-11-18,Europe,3120.62486293186,59.43552415461186
2020-11-18,Africa,NA,NA
2020-11-18,Oceania,NA,NA
2020-11-18,North America,1617659.6489862632,18689.958441412055
2020-11-18,South America,14980.3594154353,304.1790562869821
2020-11-19,Asia,61.430243420441194,0.9830853726321632
2020-11-19,Europe,3098.8420897889478,59.98879916830427
2020-11-19,Africa,NA,NA
2020-11-19,Oceania,NA,NA
2020-11-19,North America,1648413.272446938,18726.189693416516
2020-11-19,South America,15277.818819134165,320.3312646820235
2020-11-20,Asia,62.042338227424906,0.9911867569283078
2020-11-20,Europe,3088.135422830689,60.96631061422088
2020-11-20,Africa,NA,NA
2020-11-20,Oceania,NA,NA
2020-11-20,North America,1671130.2674537345,19258.92328770432
2020-11-20,South America,14542.538572892705,326.4248626811864
2020-11-21,Asia,62.73368570687091,1.0235922941128865
2020-11-21,Europe,3055.8351214722184,61.825389389474914
2020-11-21,Africa,NA,NA
2020-11-21,Oceania,NA,NA
2020-11-21,North America,1706461.1057509733,19971.471243792046
2020-11-21,South America,14540.034354536883,313.4864011761145
2020-11-22,Asia,63.83159939604842,1.0403234138549244
2020-11-22,Europe,2906.1132462812902,64.90110352310043
2020-11-22,Africa,NA,NA
2020-11-22,Oceania,NA,NA
2020-11-22,North America,1730051.6765005442,20877.252543903553
2020-11-22,South America,14833.027902167869,315.3228279703828
2020-11-23,Asia,66.01166429843596,1.0643633911684842
2020-11-23,Europe,2875.0290893618617,65.17685720404617
2020-11-23,Africa,NA,NA
2020-11-23,Oceania,NA,NA
2020-11-23,North America,1744879.6518579253,21291.89909462127
2020-11-23,South America,14298.878126871381,289.23722009725384
2020-11-24,Asia,67.39603236930215,1.0720244828398382
2020-11-24,Europe,2832.2943394224762,66.55562560877486
2020-11-24,Africa,NA,NA
2020-11-24,Oceania,NA,NA
2020-11-24,North America,1762015.6921578126,21812.555604907593
2020-11-24,South America,14433.271178633742,290.19717046698497
2020-11-25,Asia,68.480649221211,1.0841765592840553
2020-11-25,Europe,2798.3041629423124,67.61091373393258
2020-11-25,Africa,NA,NA
2020-11-25,Oceania,NA,NA
2020-11-25,North America,1782494.400929667,22402.990822758056
2020-11-25,South America,14497.337431570148,292.70138882280537
2020-11-26,Asia,68.58587915853593,1.0846168519088457
2020-11-26,Europe,2770.1490050570324,67.67985215416901
2020-11-26,Africa,NA,NA
2020-11-26,Oceania,NA,NA
2020-11-26,North America,1794305.7890831213,22813.61167880861
2020-11-26,South America,14319.329243443914,291.32406872710413
2020-11-27,Asia,70.31622917396247,1.0919257094803676
2020-11-27,Europe,2738.7360649026305,68.0457560769624
2020-11-27,Africa,NA,NA
2020-11-27,Oceania,NA,NA
2020-11-27,North America,1827756.6279707951,23452.355232665024
2020-11-27,South America,14904.982442925108,288.5276915631047
2020-11-28,Asia,71.80107202180587,1.0611932842699927
2020-11-28,Europe,2708.8892642438564,68.37453931193616
2020-11-28,Africa,NA,NA
2020-11-28,Oceania,NA,NA
2020-11-28,North America,1773325.2103760939,23212.155450857677
2020-11-28,South America,15081.19594122967,290.78148808334305
2020-11-29,Asia,73.30255793086633,1.0692066100411795
2020-11-29,Europe,2542.7176213934345,66.97455908559625
2020-11-29,Africa,NA,NA
2020-11-29,Oceania,NA,NA
2020-11-29,North America,1737153.0018934184,22945.117704602577
2020-11-29,South America,15075.311028093489,290.23890743958196
2020-11-30,Asia,74.31311756328542,1.0583754114713337
2020-11-30,Europe,2508.0769490505268,66.8631970221374
2020-11-30,Africa,NA,NA
2020-11-30,Oceania,NA,NA
2020-11-30,North America,1700107.2176679687,22680.763754792253
2020-11-30,South America,16111.681794649754,300.0470959998785
2020-12-01,Asia,75.59771532537408,1.055909772772507
2020-12-01,Europe,2495.1288996086832,66.73769374427108
2020-12-01,Africa,NA,NA
2020-12-01,Oceania,NA,NA
2020-12-01,North America,1690228.1629547526,22629.771622341534
2020-12-01,South America,16368.15549125836,302.0922076571318
2020-12-02,Asia,76.43946676544851,1.0544127778482195
2020-12-02,Europe,2480.641225448227,66.6510788060253
2020-12-02,Africa,NA,NA
2020-12-02,Oceania,NA,NA
2020-12-02,North America,1680912.7054949391,22922.305434821992
2020-12-02,South America,16617.867798306248,300.3392548080575
2020-12-03,Asia,77.57586203003271,1.0514187879996444
2020-12-03,Europe,2463.4649528985487,66.73239078886827
2020-12-03,Africa,NA,NA
2020-12-03,Oceania,NA,NA
2020-12-03,North America,1707165.6023177267,23661.691355357463
2020-12-03,South America,17451.438615013656,303.845160506206
2020-12-04,Asia,77.26395873463115,1.0379458336810559
2020-12-04,Europe,2444.9700121053743,67.1000623634626
2020-12-04,Africa,NA,NA
2020-12-04,Oceania,NA,NA
2020-12-04,North America,1735412.5598989818,24370.213616778023
2020-12-04,South America,17504.23588534887,304.72163693074316
2020-12-05,Asia,76.99379518005972,1.041027882054589
2020-12-05,Europe,2438.5216183355665,67.05056811303643
2020-12-05,Africa,NA,NA
2020-12-05,Oceania,NA,NA
2020-12-05,North America,1836450.7865536432,25869.113931184776
2020-12-05,South America,17977.825313407102,310.10570639575695
2020-12-06,Asia,76.56741580221262,1.026938518061294
2020-12-06,Europe,2403.113785111053,67.05763872024018
2020-12-06,Africa,NA,NA
2020-12-06,Oceania,NA,NA
2020-12-06,North America,1919814.8717212393,27076.822331333457
